0	8	1	45	7	5	6	2	3	40	0.2	1.0	0.33333333333333337
10	11	0	2	1	3	9	6	4	5	0.2	0.6666666666666666	0.30769230769230765
0	1	6	2	5	9	3	4	10	8	0.1	0.2	0.13333333333333333
0	8	1	2	3	4	6	9	10	5	0.2	0.6666666666666666	0.30769230769230765
40	18	7	2	0	1	13	6	8	3	0.3	1.0	0.4615384615384615
10	2	1	0	4	3	6	9	20	5	0.0	0.0	0.0
4	3	2	0	11	1	13	18	10	7	0.2	1.0	0.33333333333333337
0	1	6	2	7	5	3	8	15	4	0.0	0.0	0.0
1	0	2	6	3	5	9	10	8	4	0.1	1.0	0.18181818181818182
2	0	1	4	3	12	6	10	5	9	0.1	1.0	0.18181818181818182
11	13	0	2	1	18	4	3	6	9	0.0	0.0	0.0
8	0	1	6	2	3	9	25	5	10	0.0	0.0	0.0
0	1	3	2	6	9	10	4	7	5	0.1	0.5	0.16666666666666669
0	1	2	6	3	5	9	4	10	8	0.1	1.0	0.18181818181818182
0	2	1	11	3	8	4	6	13	5	0.2	0.3333333333333333	0.25
2	0	1	3	18	7	6	4	9	5	0.1	1.0	0.18181818181818182
0	1	2	6	3	9	5	4	8	10	0.0	0.0	0.0
4	3	2	0	1	6	7	16	12	9	0.3	0.75	0.4285714285714285
0	10	1	2	9	6	3	4	5	17	0.1	0.25	0.14285714285714288
4	0	1	3	6	7	5	2	354	9	0.1	0.5	0.16666666666666669
0	1	9	2	3	10	6	5	8	7	0.0	0.0	0.0
2	0	1	3	6	5	9	4	10	8	0.0	0.0	0.0
1	2	0	3	6	9	5	4	10	8	0.1	1.0	0.18181818181818182
11	13	18	2	0	7	1	4	3	24	0.2	1.0	0.33333333333333337
4	3	2	0	1	7	6	16	5	9	0.0	0.0	0.0
0	1	6	9	2	3	4	5	10	8	0.1	1.0	0.18181818181818182
7	2	0	1	3	18	4	6	5	10	0.1	1.0	0.18181818181818182
7	2	0	1	23	18	3	4	6	5	0.1	0.5	0.16666666666666669
3	4	2	0	1	7	10	6	9	5	0.1	1.0	0.18181818181818182
2	3	4	0	1	32	9	6	5	10	0.2	0.6666666666666666	0.30769230769230765
1	0	6	2	10	9	3	4	11	17	0.1	1.0	0.18181818181818182
2	0	1	4	3	6	9	5	7	10	0.1	0.3333333333333333	0.15384615384615383
0	2	1	4	3	7	6	10	9	5	0.0	0.0	0.0
0	1	2	3	6	4	9	5	10	8	0.0	0.0	0.0
4	0	2	3	1	9	6	10	5	20	0.1	1.0	0.18181818181818182
3	1	0	2	4	6	5	10	9	13	0.1	0.5	0.16666666666666669
0	1	2	3	6	4	5	9	64	10	0.1	0.3333333333333333	0.15384615384615383
0	4	1	2	3	6	9	7	10	5	0.0	0.0	0.0
0	8	1	5	6	2	7	25	3	9	0.2	1.0	0.33333333333333337
2	3	4	1	0	9	6	23	16	122	0.2	0.5	0.28571428571428575
0	1	9	6	17	2	4	3	10	5	0.0	0.0	0.0
2	0	1	5	11	6	3	4	13	9	0.1	0.5	0.16666666666666669
0	1	2	6	3	9	4	5	13	10	0.1	0.3333333333333333	0.15384615384615383
7	2	18	4	0	6	3	1	13	5	0.1	0.5	0.16666666666666669
3	10	0	2	1	4	6	9	7	5	0.1	1.0	0.18181818181818182
0	13	2	11	1	4	3	6	5	18	0.0	0.0	0.0
0	1	2	6	3	4	9	10	7	5	0.0	0.0	0.0
5	6	0	1	8	2	7	3	9	4	0.0	0.0	0.0
1	0	2	9	3	6	10	5	8	4	0.1	1.0	0.18181818181818182
0	2	1	3	6	7	4	5	9	8	0.1	0.3333333333333333	0.15384615384615383
0	6	5	1	3	2	4	7	10	9	0.1	0.5	0.16666666666666669
1	0	2	6	7	10	3	5	9	8	0.0	0.0	0.0
10	1	0	3	2	6	9	4	5	8	0.2	1.0	0.33333333333333337
1	0	2	4	6	3	10	5	8	9	0.0	0.0	0.0
3	4	0	2	1	12	16	6	5	9	0.0	0.0	0.0
0	1	2	6	3	5	4	9	7	8	0.0	0.0	0.0
0	1	2	3	4	6	5	9	10	8	0.1	0.5	0.16666666666666669
0	1	6	2	5	3	4	9	8	10	0.1	1.0	0.18181818181818182
4	2	0	3	1	6	21	5	7	9	0.1	0.3333333333333333	0.15384615384615383
0	2	9	1	6	3	5	7	10	15	0.0	0.0	0.0
2	0	1	4	3	13	11	6	5	9	0.0	0.0	0.0
0	2	1	7	3	4	6	5	9	10	0.1	0.5	0.16666666666666669
0	1	2	6	3	9	4	7	5	8	0.0	0.0	0.0
4	3	2	0	1	7	9	6	18	10	0.0	0.0	0.0
0	2	1	6	5	15	3	11	4	7	0.1	1.0	0.18181818181818182
0	1	2	3	6	7	5	4	8	9	0.1	0.5	0.16666666666666669
2	3	7	4	0	1	6	16	5	13	0.1	0.25	0.14285714285714288
1	0	2	6	3	5	4	9	11	13	0.1	1.0	0.18181818181818182
4	12	7	23	3	0	1	2	9	8	0.0	0.0	0.0
0	1	2	3	6	9	4	5	10	8	0.1	0.3333333333333333	0.15384615384615383
0	2	1	4	3	6	5	9	10	13	0.0	0.0	0.0
0	1	2	8	3	6	5	4	9	7	0.0	0.0	0.0
1	0	3	2	6	9	4	10	5	7	0.1	1.0	0.18181818181818182
0	2	1	3	7	6	4	5	8	10	0.0	0.0	0.0
0	1	6	4	9	2	3	7	8	5	0.2	0.5	0.28571428571428575
0	1	2	6	3	5	7	4	8	9	0.0	0.0	0.0
0	2	1	13	18	3	9	6	11	10	0.1	1.0	0.18181818181818182
10	7	2	4	3	18	1	0	6	5	0.1	0.5	0.16666666666666669
1	0	2	6	10	3	9	5	4	7	0.1	0.5	0.16666666666666669
1	0	2	9	3	6	4	5	10	11	0.0	0.0	0.0
0	2	1	3	7	6	4	5	9	10	0.0	0.0	0.0
0	2	1	7	6	3	5	4	18	25	0.1	0.3333333333333333	0.15384615384615383
0	1	2	3	6	4	5	10	9	8	0.0	0.0	0.0
7	0	2	3	1	4	6	5	9	15	0.1	1.0	0.18181818181818182
2	15	0	1	4	3	6	9	5	10	0.1	0.5	0.16666666666666669
8	0	1	6	2	3	5	7	9	4	0.0	0.0	0.0
5	6	7	2	0	1	3	8	18	15	0.0	0.0	0.0
0	40	1	2	6	3	5	4	9	8	0.1	1.0	0.18181818181818182
0	2	1	3	4	6	5	9	7	10	0.0	0.0	0.0
0	1	6	2	5	3	4	8	9	7	0.0	0.0	0.0
0	1	2	6	4	3	11	5	10	9	0.0	0.0	0.0
0	1	2	3	4	6	5	9	10	8	0.0	0.0	0.0
0	1	2	3	7	6	5	9	8	4	0.0	0.0	0.0
0	2	1	3	4	6	9	5	10	8	0.0	0.0	0.0
4	7	3	0	2	6	1	9	16	18	0.1	0.25	0.14285714285714288
0	1	2	3	4	6	5	10	9	8	0.0	0.0	0.0
7	4	2	3	0	12	16	6	5	1	0.0	0.0	0.0
2	18	0	1	7	13	3	6	4	11	0.1	0.5	0.16666666666666669
1	4	0	2	3	6	7	10	9	15	0.1	1.0	0.18181818181818182
1	0	2	6	3	4	5	10	9	8	0.1	0.3333333333333333	0.15384615384615383
0	1	2	10	6	3	9	4	5	7	0.0	0.0	0.0
3	4	0	2	1	6	7	9	13	12	0.3	1.0	0.4615384615384615
0	1	6	8	5	7	2	9	3	10	0.0	0.0	0.0
0	1	10	6	9	2	5	3	8	4	0.1	0.5	0.16666666666666669
0	4	1	2	3	6	8	5	9	7	0.0	0.0	0.0
0	1	2	7	6	5	3	18	4	8	0.0	0.0	0.0
0	2	1	3	6	4	5	9	10	8	0.0	0.0	0.0
2	21	0	6	1	32	3	4	9	5	0.2	0.6666666666666666	0.30769230769230765
0	1	2	3	4	6	9	5	10	8	0.0	0.0	0.0
2	0	1	3	6	4	5	9	10	8	0.1	0.25	0.14285714285714288
1	0	2	3	6	4	5	9	10	8	0.1	0.3333333333333333	0.15384615384615383
1	6	5	0	3	10	2	8	9	15	0.1	1.0	0.18181818181818182
0	1	8	2	6	3	4	40	9	5	0.1	0.3333333333333333	0.15384615384615383
0	1	2	3	6	9	4	10	5	8	0.0	0.0	0.0
0	1	2	7	3	8	10	6	5	9	0.0	0.0	0.0
0	1	2	3	4	6	9	5	10	8	0.0	0.0	0.0
0	1	2	3	6	4	5	9	10	7	0.0	0.0	0.0
3	0	1	2	4	9	6	5	10	8	0.1	0.5	0.16666666666666669
0	1	2	9	6	3	5	4	10	7	0.1	0.5	0.16666666666666669
1	0	2	6	3	7	9	10	5	4	0.1	0.3333333333333333	0.15384615384615383
4	2	3	0	9	6	1	5	10	7	0.0	0.0	0.0
4	3	2	0	12	1	7	6	10	5	0.1	0.5	0.16666666666666669
0	1	2	3	6	4	8	5	9	7	0.1	0.3333333333333333	0.15384615384615383
0	1	10	6	9	2	3	11	4	5	0.0	0.0	0.0
0	2	1	4	3	6	11	5	7	10	0.0	0.0	0.0
4	3	2	0	1	6	12	7	10	5	0.1	0.5	0.16666666666666669
1	0	2	9	3	6	5	8	4	10	0.1	0.3333333333333333	0.15384615384615383
0	1	2	6	3	5	9	10	4	15	0.0	0.0	0.0
0	4	3	2	1	6	7	9	11	10	0.1	0.3333333333333333	0.15384615384615383
0	1	2	6	3	9	4	5	10	8	0.0	0.0	0.0
